verse|context
41:43|Nothing that is said to you has not already been said to other Messengers before you. Indeed, your Lord is a Lord of forgiveness, but stern in retribution.
41:44|Had We made the Koran in a nonArabic (language) they would have said: 'If only its verses were distinguished! Why in (a) nonArabic (language, when theProphet is) an Arab' Say: 'To the believers it is a guidance and a healing. But to those who do not believe, there is a heaviness in their ears, to them it is blindness. They are those called from afar'
41:45|We gave the Book to Moses, but there were disputes about it, and had it not been for a Word that preceded from your Lord (their disputes) would have been decided between them. But they are in disquieting doubt about it.
41:46|He who does good does it for himself; and he who does evil does so against it. Your Lord never wrongs His worshipers.
41:47|To Him is referred the knowledge of the Hour. No fruit sprouts forth from its sheath, no female conceives or is delivered, except with His Knowledge. On the Day He will call to them: 'Where then are My associates' they will reply: 'We proclaim to You that none of us can bear witness'
41:48|Those they used to call upon before will go away from them, and they shall think that they have no asylum.
41:49|Mankind never wearies of supplicating for goodness, but when evil befalls him he is downcast and (grows) desperate.
41:50|And if We give him a taste of mercy from Us after his affliction has befallen him, he is sure to say: 'This is my own. I do not think the Hour will ever come. And even if I am returned to my Lord, with Him there is for me the finest reward (Paradise)' Then, We shall tell the unbelievers what they did and let them taste a harsh punishment.
41:51|When We favor a human, he swerves away and withdraws aside, but when evil befalls him he is full of unending prayer.
41:52|Say: 'Think, if this (Koran) is indeed from Allah, and you disbelieve in it, who is further astray than he who is in a wide schism'
41:53|We will show them Our signs in all the horizons and in themselves, until it is clear to them that it is the truth. Is it not sufficient that your Lord is witness over everything'
41:54|Are they not in doubt concerning the Meeting with their Lord? Attention, He encompasses everything.
