verse|context
29:28|And Lot who said to his nation: 'You commit indecency which no other being in all the world has committed before you.
29:29|What, do you approach men and cause a detour on the road, and commit dishonor (sodomy) in your assembly' But the only reply of his nation was: 'Then bring down the punishment of Allah, if what you say is true'
29:30|'My Lord' he said, 'help me against this corrupt nation'
29:31|And when Our Messengers brought Abraham the glad tidings they said: 'We are destroying the people of this village, because its people are harmdoers'
29:32|He said: 'Lot is in it' They replied: 'We know who are in it, we shall save him and his family, except his wife, she has become of those that shall remain behind'
29:33|And when Our Messengers came to Lot, he was troubled and distressed on their account. But they said: 'Have no fear, and do not be sad. Surely, we will save you and your family except your wife, she has become of those that shall remain behind'
29:34|We shall send down anger out of heaven upon the people of this city because they are debauchers.
29:35|Indeed, We left a clear sign for a nation that understands.
29:36|And to Midian their brother Shu'aib. He said: 'Worship Allah, my nation. Look to the Last Day. Do not make mischief in the land, doing corrupt works.
29:37|But they belied him, so the earthquake seized them, and when morning came, they were found fallen crouched in their dwellings, dead.
29:38|Aad and Thamood, it has become clear to you from their dwellings; satan made their works seem fair to them and barred them from the Path, although they saw clearly.
29:39|And Korah, Pharaoh, and Haman Moses came to them with clear signs, but they became very insolent in the earth, yet they did not outstrip Us.
29:40|Each of them We seized for his sin. On some We loosed a squall of pebbles, and others were seized by the Cry. Some We caused to be swallowed up by the earth, and some We drowned. Allah would never wrong them but they wronged themselves.
29:41|The likeness of those who have taken guardians, other than Allah, is as the likeness of the spider that takes to itself a house; surely the spider's house is the weakest house if they but knew.
29:42|Allah knows whatever they call upon other than Him; He is the Almighty, the Wise.
29:43|And We strike these parables for the people, but none understands except the knowledgeable.
29:44|Allah has created the heavens and the earth with the truth. Surely, in that there is a sign for believers.
29:45|Recite what has been sent down to you of the Book, and establish the prayer. Prayer forbids indecency and dishonor. The remembrance of Allah is greater, and Allah knows what you do.
29:46|And do not dispute with the People of the Book (Nazarenes) except in the best manner, except for those among them who do wrong and say (to them): 'We believe in that which was sent down to us and that which was sent down to you. Our God and your God is One, and to Him we have surrendered'
29:47|As such, We have sent down to you the Book. Those to whom We gave the Book believe in it, and so do some of these. None reject Our verses except the unbelievers.
29:48|Never before did you recited any Book, or inscribe it with your right hand. If you had done so, those who follow falsehood would have doubted.
29:49|No, rather they are clear verses in the chests of those who have been given knowledge. None disbelieves Our verses except the harmdoers.
29:50|They ask: 'Why has not a sign been sent down upon him from his Lord' Say: 'The signs are only with Allah. I am only a clear warner'
29:51|Is it not enough for them that We have sent down to you the Book that is recited to them? Surely, in this there is a mercy and a reminder to a nation who believe.
29:52|Say: 'Allah suffices as a witness between me and you. He knows whatsoever is in the heavens and the earth. Those who believe in falsehood and disbelieve in Allah those are they who are the losers'
29:53|They demand that you hasten the punishment! But had it not been for the stated term, the punishment would come to them; it will come upon them suddenly when they are unaware.
29:54|They demand that you hasten on the punishment! Gehenna (Hell) will encompass the unbelievers.
29:55|On the Day the punishment shall cover them from above them and from beneath their feet, He shall say: 'Taste now what you were doing'
29:56|O My worshipers who believe, My earth is vast, therefore worship Me!
29:57|Every soul shall taste death, and to Us you shall be returned.
29:58|Those who believe and do good deeds We shall lodge them in the rooms of Paradise underneath which rivers flow, therein living for ever, an excellent wage for those who labor,
29:59|those who are patient, and put their trust in their Lord.
29:60|How many a beast does not bear its own provision. Allah provides for it, as (He provides) for you. He is the Hearer, the Knower.
29:61|If you ask them: 'Who has created the heavens and the earth and subjected the sun and the moon' They will say: 'Allah' How perverted they are!
29:62|Allah outspreads and restricts His provision to whomsoever He will of His worshipers. Allah has knowledge of all things.
29:63|If you were to ask them: ''Who sends down water out of the sky and thereby revives the earth after it was dead' they will reply: 'Allah' Say: 'Praise, belongs to Allah' No, but most of them do not understand.
29:64|The life of this world is nothing but a diversion and play. Indeed, the Everlasting Residence is the Eternal Life, if they but knew.
29:65|When they embark upon ships, they call to Allah making their religion sincerely His; but when He brings them safe to the land, they associate others with Him
29:66|showing ingratitude for what We have given them and take their enjoyment; soon they shall know!
29:67|Do they not see how We appointed a safe Sanctuary while all around them people are snatched away? Would they believe in falsehood and do they disbelieve in the favor of Allah!
29:68|And who does greater evil that he who forges a lie against Allah or belied the truth when it comes to him! Is there not a lodging in Gehenna for the unbelievers?
29:69|Those who struggle in Our cause, We will surely guide them to Our ways; and Allah is with those who do good.
