verse|context
43:35|and gold, surely, all this is but the enjoyment of this present life. The Everlasting Life with your Lord is for those who fear (Him).
43:36|To whosoever blinds himself from the Remembrance of the Merciful, We shall assign him a satan so he is his companion,
43:37|and they bar them from the Way, though they themselves think that they are guided.
43:38|And when he comes before Us, he shall say: 'Would that there had been between me and you, the distance of the two Easts' Evil is the companion.
43:39|Because of the harm you did, it would be of no benefit to you today, you are partners in the punishment.
43:40|What, will you make the deaf hear, or guide the blind and he who is in clear error?
43:41|Even if We take you away, We shall take vengeance upon them,
43:42|or We show you a part of that which We have promised them, for indeed We have power over them.
43:43|Therefore, hold fast to that which is revealed to you, indeed, you are on the Straight Path.
43:44|It is indeed a Reminder to you and to your nation, and without doubt you shall be questioned.
43:45|Ask Our Messengers whom We sent before you if We have ever made gods, other than the Merciful, to be worshipped.
43:46|We sent Moses with Our signs to Pharaoh and his Council, and he said: 'I am the Messenger of the Lord of the Worlds'
43:47|But when he showed them Our signs they laughed at them,
43:48|yet there was not a sign that We showed them that was not greater than its sister, and We seized them with the punishment so that they might return.
43:49|'Sorcerer' they said, 'pray to your Lord for us in accordance to the covenant He has made with you, and surely we shall be rightly guided'
43:50|But when We had relieved them of their punishment they broke their promise.
43:51|Then Pharaoh made a proclamation to his people: 'My people, is the kingdom of Egypt not mine and these rivers which flow beneath me? What, can you not see?
43:52|Am I not better than this contemptible (man), who can scarcely make things clear (because of the impediment of his speech)?
43:53|Why have no armlets of gold been given him, or angels sent down successively with him'
43:54|He (Pharaoh) intimidated his nation, so they obeyed him, for they were a sinning nation.
43:55|And when they angered Us, We took vengeance on them and drowned all of them,
43:56|and We made them a thing of the past, and We made them an example to later people.
43:57|When the son of Mary is mentioned as an example, your people turn away from it
43:58|and say: 'What are our gods better, or is he' They do not mention him to you except to dispute, truly, they are a contentious nation.
43:59|He (Prophet Jesus) was only a worshiper whom We favored and We made him an example to the Children of Israel.
43:60|Had it been Our Will We would have made angels among you as successors in the earth.
43:61|It is the knowledge of the Hour. Have no doubt concerning it, and follow me. This is a Straight Path,
43:62|and do let satan prevent you, for he is your clear enemy.
43:63|And when (Prophet) Jesus came with clear signs, he said: 'I have come to you with wisdom and to clarify to you some of the matters about which you differ. Fear Allah and obey me.
43:64|Indeed, Allah is my Lord and your Lord, therefore worship Him. That is the Straight Path'
43:65|Yet the parties differed among themselves. So woe to those who did evil among the punishment of a Painful Day.
43:66|Are they looking for anything except the Hour (to overtake them). It will come upon them suddenly when they are unaware!
43:67|On that Day close friends shall become enemies of each other, except those who fear (Allah).
43:68|O My worshipers, there is no fear for you on this Day, nor will you grieve
43:69|to those who believed in Our verses and were Muslims,
43:70|(it will be said) 'You and your spouses, enter, walking with joy into Paradise'
43:71|To them will be passed large platters and cups of gold. There will be all that souls desire and all that eyes delight in. (And it will be said:) 'There you shall live for ever.
43:72|Such is the Paradise you shall inherit, for the things you did.
43:73|You shall have therein abundant fruit to eat'
43:74|But the evildoers shall live for ever in the punishment of Gehenna (Hell),
43:75|which will not be lightened for them, and therein they shall be silent.
43:76|We did not wrong them, but they were harmdoers.
43:77|'O Malik' (the angel of Hell) they will call out, 'let your Lord put an end to us' But he will answer: 'Here you shall stay'
43:78|We brought you the truth, but most of you were averse to the truth.
43:79|Or have they devised a matter! We are devising.
43:80|Do they think We do not hear their secret and that which they conspire! Yes, indeed Our angels, who are present with them write it down.
43:81|Say (Prophet Muhammad): 'If the Merciful had a son, I would be the first of the worshipers.
43:82|Exaltations be to the Lord of the heavens and the earth, the Lord of the Throne, above that which they describe'
43:83|Let them alone to plunge and play, until they encounter that Day of theirs which they are promised.
43:84|He who is God in the heavens is also God in the earth; He is the Wise, the Knower.
43:85|Exaltations to Him to whom belong the Kingdom of the heavens and the earth, and all that is between them! With Him is the knowledge of the Hour and toHim you shall be returned.
43:86|Those whom they call upon, other than Him, have no power to intercede (for them), except those that have knowingly borne witness to the truth.
43:87|Yet if you ask them: 'Who created you' they will say: 'Allah' How then can they turn away from Him?
43:88|And for his saying: 'My Lord, these are an unbelieving nation'
43:89|pardon them, and say: 'Peace', soon they will know.
