verse|context
10:71|And recite to them the story of Noah. He said to his nation: 'O my nation, if my standing here, reminding you of the verses of Allah grieves you, and in Allah I have put my trust; decide upon your affair with your associates, then do not let your affair worry you. Come to a decision about me, and give me no respite.
10:72|Then, if you turn your backs, I have not asked of you a wage. My wage falls only on Allah. I am commanded to be from those who surrender (Muslims)'
10:73|But they belied him. Therefore We saved him and those who were with him in the Ark, and We made them caliphs, and We drowned those who belied Our verses. See what was the end of those who were warned!
10:74|After him We sent Messengers to their nation. They brought them clear signs, but they were not of those to believe because they had belied it previously. SoWe seal the hearts of the evildoers.
10:75|Then, after them We sent Moses and Aaron with Our signs to Pharaoh and his Council. But they were arrogant, for they were a sinful nation.
10:76|When the truth came to them from Us they said: 'This is indeed clear magic'
10:77|Moses said: 'Is this what you say of the truth when it has come to you? Is this sorcery? Sorcerers do not prosper'
10:78|They said: 'Have you come to turn us away from that which we found our fathers practicing (in order that) the domination of the land might belong to you two? We do not believe you'
10:79|(Then) Pharaoh said: 'Bring every skilled sorcerer'
10:80|When the sorcerers came, Moses said to them: 'Cast down what you will cast'
10:81|And when they had cast, Moses said: 'What you have brought is sorcery. Surely, Allah will render it as nothing. Allah does not put right the work of the corrupt'
10:82|Allah verifies the truth by His Words, even though the sinners hate it.
10:83|So none believed Moses except a few of his nation because they feared that Pharaoh and their Council would persecute them. Pharaoh was mighty in theland, and one of the evildoers.
10:84|Moses said: 'O my nation, if you believe in Allah, put your trust in Him, if you have surrendered (Muslims)'
10:85|They said: 'We have put our trust in Allah. Our Lord, do not let us be a temptation to the harmdoing nation.
10:86|Save us, through Your Mercy, from the unbelieving nation'
10:87|We revealed to Moses and his brother: 'Take certain houses for your people in Egypt. Make your houses a direction (for pray); establish the prayer; and give glad tidings to the believers'
10:88|'Our Lord' supplicated Moses. 'You have given Pharaoh and his Council adornments and possessions in this life. Our Lord, let them go astray from YourPath. Our Lord, destroy their possessions and harden their hearts so that they shall not believe until they see the painful punishment.
10:89|He (Allah) said: 'Your supplication is answered; so go straight and do not follow the way of those who do not know'
10:90|We brought the Children of Israel through the sea, and Pharaoh and his legions pursued them arrogantly and frantically. But as he was drowning he cried out: '(Now) I believe that there is no god except He in whom the Children of Israel believe. I am of those that surrender (Muslims)'
10:91|(Allah said): 'Now (you believe)! But before this you rebelled and were of the corrupt.
10:92|We shall deliver you (Ramsis II) with your body this day, so that you may be a sign to those after you. Indeed many people pay no heed to Our signs!
10:93|(Thereafter) We settled the Children of Israel in a blessed land and provided them with good things. They did not differ until knowledge was given them. Indeed, your Lord will decide between them on the Day of Resurrection.
10:94|If you are in doubt of what We have sent down to you, ask those who recite the Book before you. The truth has come to you from your Lord, therefore do not be of the doubters.
10:95|Do not be among those who belie the verses of Allah, for then you would be among the losers.
10:96|Those against whom the Word of your Lord will be realized will not believe,
10:97|even though every sign comes to them, until they see the painful punishment.
10:98|Why, was there never a village that believed and its belief benefited them? Except Jonah's nation, when they believed, We spared them from a degrading punishment in this life and We gave them enjoyment for awhile.
10:99|Had your Lord willed, whosoever is in the earth, all would have believed. Would you then constrain people until they believe?
10:100|No soul can believe except by the permission of Allah. Upon those who do not understand lays His punishment.
10:101|Say: 'See what is in the heavens and the earth' But neither signs nor warnings help the unbelievers.
10:102|Do they watch and wait for anything except for days similar to those who passed away before them? Say: 'Wait; I shall be with you among those who arewaiting'
10:103|Then we shall save Our Messengers and the believers. It is Our obligated duty, We shall save those who believe.
10:104|Say: 'O people! If you are in doubt concerning my religion, I worship none of those you worship, other than Allah but I worship Allah, who will cause you to die, for I am commanded to be among the believers,
10:105|and, set your face towards the religion, being of pure faith, and do not be among the idolaters.
10:106|Do not pray to, other than Allah, to anything that can neither help nor harm you, for if you do, you will become a harmdoer.
10:107|If Allah touches you an affliction none can remove it except He; and if He wills any good for you, none can repel His Bounty. He causes it to fall upon whosoever of His worshippers that He will. He is the Forgiving, the Most Merciful.'
10:108|Say: 'O people! The truth has come to you from your Lord. Whosoever is guided is guided only for himself, and whosoever goes astray, he is astray for himself. I am not a guardian over you'
10:109|Follow what is revealed to you, and be patient till Allah shall judge, and He is the Best of judges.
