verse|context
33:52|It shall be unlawful for you to take more wives or to exchange your present wives for other women, though their beauty pleases you, except those whom your right hand possesses. Allah is watchful over everything.
33:53|Believers, do not enter the houses of the Prophet for a meal without waiting for the proper time, unless you are given permission. But if you are invited, enter, and when you have eaten, disperse, not desiring conversation, for that is hurtful to the Prophet and he would be shy before you; but of the truth Allah is not shy. And when you ask his wives for anything, speak to them from behind a curtain, that is cleaner for your hearts and theirs. You must not hurt the Messenger of Allah, nor shall you ever wed his wives after him, surely, this would be a monstrous thing with Allah.
33:54|Whether you reveal a thing or conceal it, Allah has knowledge of all things.
33:55|It shall be no offense for them (to be seen unveiled) by their fathers, their sons, their brothers, their brothers' sons, their sisters' sons, their women, and those whom their right hands possess. And fear Allah, for Allah is witness of everything.
33:56|Allah and His angels praise and venerate the Prophet. Believers, praise and venerate him and pronounce peace upon him in abundance.
33:57|Those who (try to) hurt Allah and His Messenger shall be cursed by Allah in this present life and in the Everlasting Life, and He has prepared for them a humbling punishment.
33:58|Those who hurt believing men and believing women undeservedly, shall bear the guilt of slander and a major sin.
33:59|O Prophet, tell your wives, your daughters and the believing women to draw their veils close to them, so it is likelier they will be known, and not hurt. Allah is the Forgiver, the Most Merciful.
33:60|If the hypocrites and those who have a disease in their hearts, and those who make a commotion in the City do not desist, We will surely urge you against them. Then they will be your neighbors for only a little (while),
33:61|cursed wherever they are found, they will be seized and put to death.
33:62|Such has been the way of Allah with those who have passed before them, and you shall find no change in the ways of Allah.
33:63|The people will ask you about the Hour. Say: 'The knowledge of it is with Allah alone, what makes you to know that the Hour is near'
33:64|Allah has cursed the unbelievers and prepared for them a Blaze.
33:65|Living there for ever, they shall neither find a guardian nor a helper.
33:66|On that Day when their faces are turned about in the Fire, they shall say: 'Would that we had obeyed Allah and obeyed the Messenger'
33:67|And they shall say: 'Our Lord, We obeyed our masters and our eminent ones, but they misled us from the way.
33:68|Our Lord, let their punishment be doubled; and curse them with a mighty curse'
33:69|Believers, do not be like those who hurt Moses. Allah cleared him of what they said. His face is honorable with Allah.
33:70|O you who believe, fear Allah and say sound statements,
33:71|and He will mend your deeds for you and forgive your sins. Whosoever obeys Allah and His Messenger shall win a great victory.
33:72|We offered the trust to the heavens, and the earth, and the mountains, but they refused to bear it, and were afraid of it, and the human carried it. Surely, he is a harmdoer, and ignorant.
33:73|Allah punishes the hypocrites, men and women alike, and the idolaters, both men and women alike; and Allah turns to the believers, men and women alike. Allah is the Forgiver, the Most Merciful.
