verse|context
26:86|and forgive my father, for he was among the astray.
26:87|Do not degrade me on the Day when they are resurrected.
26:88|The Day when neither wealth nor sons shall benefit
26:89|except him who comes before Allah with a pure heart;
26:90|and Paradise shall be brought forward to the cautious.
26:91|And Hell is brought near to the perverse'
26:92|It will be said to them: 'Where is that you worshipped,
26:93|other than Allah? Do they help you or even help themselves'
26:94|And they will be pitched into it, they and the perverse
26:95|and the hosts of iblis all together.
26:96|And they will say while they dispute with one another,
26:97|'By Allah, we were certainly in clear error,
26:98|when we made you equal with the Lord of the Worlds.
26:99|It was nothing but the evildoers who led us astray.
26:100|We have no intercessors now,
26:101|no caring friend.
26:102|Would that we might return again, and be among the believers'
26:103|Surely, in that there is a sign, yet most of them do not believe.
26:104|Surely, Your Lord is the Almighty, the Most Merciful.
26:105|The nation of Noah, belied their Messengers.
26:106|when Noah, their brother, said to them: 'Will you not be cautious?
26:107|I am for you an honest Messenger,
26:108|so fear Allah, and obey me.
26:109|For this I ask of you no wage, for my wage falls only on the Lord of the Worlds.
26:110|So fear Allah and obey me'
26:111|They replied: 'Are we to believe you whom the lowliest follow'
26:112|He said: 'I have no knowledge of what they have done.
26:113|Their account falls only upon My Lord, if you were but aware.
26:114|I will not drive away the believers.
26:115|I am only a clear warner'
26:116|'Noah' they replied, 'if you do not desist you shall be of those stoned'
26:117|He said: 'My Lord, my nation have belied me.
26:118|So open between me and them an opening, and save me and the believers who are with me'
26:119|We saved him and those who were with him in the laden ship,
26:120|afterwards, We drowned the rest.
26:121|Surely, in that there is a sign; yet most of them do not believe.
26:122|Your Lord is the Almighty, the Most Merciful.
26:123|(The nation of) Aad belied their Messengers.
26:124|When their brother Hood said to them: 'Will you not be cautious?
26:125|I am for you an honest Messenger.
26:126|Fear Allah and obey me.
26:127|For this I ask of you no wage, for my wage falls only on the Lord of the Worlds.
26:128|Do you build over each high place a sign to amuse yourselves!
26:129|And do you take to yourselves underground reservoirs, in order to live for ever!
26:130|When you assault, you assault like tyrants.
26:131|So fear Allah, and obey me.
26:132|Fear Him who has given you all the things you know.
26:133|He has given you flocks and sons,
26:134|gardens and fountains.
26:135|Indeed, I fear for you the punishment of a dreadful Day'
26:136|They replied: 'It is the same to us whether you admonish or whether you are not one of the admonishers.
26:137|That is nothing but a habit of the ancients,
26:138|and we shall never be punished'
26:139|So they belied him, so We destroyed them. Surely, in that there is a sign; yet most of them do not believe.
26:140|Surely, your Lord is the Almighty, the Most Merciful.
26:141|Thamood, belied their Messengers.
26:142|Their brother Salih said to them: 'Will you not be cautious?
26:143|I am for you an honest Messenger.
26:144|So fear Allah, and obey me.
26:145|For this I ask of you no wage; my wage falls only upon the Lord of the Worlds.
26:146|Will you be left secure in this,
26:147|amidst gardens and fountains,
26:148|sown fields and palmtrees, with slender spathes.
26:149|Will you still hew your dwellings in the mountains?
26:150|So fear Allah and obey me.
26:151|Do not obey the order of the wasteful,
26:152|who corrupt in the earth, and do not reform'
26:153|They replied: 'Surely, you are one of those bewitched.
26:154|You are but a human like ourselves. Produce for us a sign, if you are of the truthful'
26:155|He said: 'Here is a shecamel. She shall have her share of water as you have yours on an appointed day.
26:156|Do not touch her with malice so that punishment of a dreadful day seizes you'
26:157|Yet they hamstrung her, and in the morning they were remorseful,
26:158|and the punishment seized them. Surely, in that there is a sign. Yet most of them do not believe.
26:159|Your Lord, He is the Almighty, the Most Merciful.
26:160|Lot's nation, belied their Messengers.
26:161|When their brother Lot said to them: 'Will you not be cautious?
26:162|I am for you an honest Messenger.
26:163|So fear Allah, and obey me.
26:164|I ask of you no wage for this; my wage is only with the Lord of the Worlds.
26:165|What, do you come to the males of the world,
26:166|and leave your wives whom your Lord has created for you? No, but you are a transgressing nation'
26:167|'Lot' they replied, 'if you do not desist, you shall be thrown out'
26:168|He said: 'Truly, I am a detester of what you do'
26:169|'My Lord, save me and my people from that they are doing'
26:170|So We saved him and all his people,
26:171|except an old woman who stayed behind,
26:172|then We destroyed the others.
26:173|We rained upon them a rain, and evil is the rain (of stones) on those that are warned.
26:174|Surely, in that there is a sign. Yet most of them do not believe.
26:175|Your Lord, He is the Almighty, the Most Merciful.
26:176|The dwellers of the Thicket belied their Messengers.
26:177|Shu'aib said to them: 'Will you not be cautious?
26:178|I am for you an honest Messenger.
26:179|So fear Allah, and obey me.
26:180|I ask of you no wage for this; my wage is only with the Lord of the Worlds.
26:181|Fill up the measure, do not be among the cheats,
26:182|and weigh with the straight scale,
26:183|and do not diminish the goods of the people, and do not make mischief in the earth, working corruption.
26:184|Fear He who created you, and the generations of the ancient'
26:185|They replied: 'You are surely one of those bewitched.
26:186|You are but a human like ourselves, we think that you are one of the liars.
26:187|Drop down on us lumps from heaven, if you are one of the truthful'
26:188|He said: 'My Lord knows what you are doing'
26:189|But they belied him, then the punishment of the Day of Shadow (raining fire) seized them. Truly, it was the punishment of a dreadful day.
26:190|Surely, in that there is a sign; yet most of them do not believe.
26:191|Your Lord, He is the Almighty, the Most Merciful.
26:192|Truly, it is the sending of the Lord of the Worlds.
26:193|The honest Spirit (Gabriel) brought it down
26:194|upon your heart (Prophet Muhammad), in order to be one of the warners,
26:195|in a clear, Arabic tongue.
26:196|Truly, it is in the Books of the ancients.
26:197|Was it not a sign for them known to the learned of the Children of Israel?
26:198|If We had revealed it to a nonArab,
26:199|and he had recited it to them, they would not have believed.
26:200|Even so, We have caused it to enter into the hearts of harmdoers:
26:201|they shall not believe in it until they see the painful punishment
26:202|so that it will come upon them suddenly, while they are unaware,
26:203|and then they will say: 'Shall we be respited'
26:204|Do they wish to hasten Our punishment?
26:205|What do you see? If We gave them enjoyment for years,
26:206|and then what they were promised comes to them,
26:207|what avail will their past enjoyments be to them?
26:208|We never destroyed a village that did not have warners
26:209|for a reminder, and We never harmed.
26:210|It was not the satans who brought it down:
26:211|it is not for them, nor are they able.
26:212|Truly, they are expelled from hearing.
26:213|So do not call upon another god with Allah, lest you should be one of those who are punished.
26:214|Warn your tribe and your near kinsmen.
26:215|and lower your wing to the believers who follow you.
26:216|If they disobey you, say: 'I am quit of what you do'
26:217|Put your trust in the Almighty, the Most Merciful,
26:218|who sees you when you stand
26:219|and when you turn among those who prostrate themselves.
26:220|Surely, He is the Hearer, the Knower.
26:221|Shall I tell you on whom the satans descend?
26:222|They descend on every guilty impostor.
26:223|They listen, but most of them are liars.
26:224|Poets are followed by the perverse.
26:225|Have you not seen how they wander in every valley,
26:226|and they say what they do not do?
26:227|Except those who believe, and do good works and remember Allah in abundance and became victorious after they had been wronged. The wrongdoers will surely know which turn they will be returning to (Hell).
