verse|context
28:31|Cast down your staff' And when he saw his staff writhing as though it were a serpent, he turned about in retreat, and did not turn back. 'O Moses, approach and have no fear. You are surely safe.
28:32|Put your hand in the neck (of your shirt), it will come out luminous, unharmed, and draw your arm to you so that you are not afraid. These are two signs from your Lord to Pharaoh and his Assembly. Surely, they were an impious nation.'
28:33|'My Lord' (said Moses), 'I have killed a living soul among them, and fear that they will slay me.
28:34|Aaron my brother has a more eloquent tongue than I, (please) send him with me as a helper to confirm I speak truly, I fear that they will belie me'
28:35|He said: 'We will strengthen your arm with your brother, and appoint for you both an authority so that they shall not reach you. With our signs you and those who follow you shall be the victors.
28:36|And when Moses came to them with Our clear signs, they said: 'This is nothing but forged sorcery. We have never heard of this among our fathers, the ancients.'
28:37|Moses replied: 'My Lord knows well who brings guidance from Him and who shall possess the Last Residence. The harmdoers will not prosper'
28:38|'Assembly' said Pharaoh, 'I do not know that you have any god except me' 'O Haman, kindle a fire upon clay and make me a tower so that I can climb to see the God of Moses, I think that he is one of the liars'
28:39|He and his hosts became wrongfully proud in the land and they thought that they would never be returned to Us.
28:40|Therefore, We seized him and his hosts, and cast them into the sea. See how was the end of the harmdoers.
28:41|We made them leaders inviting to the Fire, and on the Day of Resurrection they shall not be victors.
28:42|In this world We laid Our curse on them, and on the Day of Resurrection they shall be among the exiled.
28:43|And We gave Moses the Book, after We had destroyed the former generations, to be reflections for people and a guidance, and a mercy in order that they might remember.
28:44|(Prophet Muhammad) you were not on the western side (of the mountain) when We decreed the commandment to Moses, nor were you among thosewitnessing.
28:45|We raised generations who lived long. You did not live among the people of Midian, nor did you recite to them Our verses; but We were sendingMessengers.
28:46|You were not present on the side of the Tor when We called. Yet as a mercy from your Lord to warn a nation to whom no warner has been sent before, in order that they remember
28:47|and not say, when evil befalls them on account of that which their hands forwarded: 'Our Lord, why did You not send a Messenger to us so that we might follow Your verses and so that we might be among the believers'
28:48|So when the truth (Prophet Muhammad) came to them from Us, they said: 'Why is he not given the like of that which was given to Moses' But did they not also disbelieve in that which Moses was given before! They say (about Moses and Aaron): 'Two sorcerers supporting one another' And they said: 'We disbelieve both'
28:49|Say: 'If what you say is true, bring down from Allah a Book that is a better guidance than both, I will follow it'
28:50|If they do not answer you, know that they are only following their desires. And who is further astray than he who is led by his desires without guidance fromAllah! Allah does not guide the harmdoers.
28:51|We have brought them the Word in order that they remember.
28:52|Those to whom We gave the Book before, believe in it.
28:53|When it is recited to them, they say: 'We believe in it, because it is the truth from Our Lord. We surrendered ourselves before it came.
28:54|'Their wage shall be given them twice, because they have endured patiently, averting evil with good and spending from what We have given them;
28:55|and because when they hear idle talk they turn away from it and say: 'We have our deeds, and you have your deeds. Peace be upon you. We do not desire the ignorant'
28:56|You cannot guide whom you please; it is Allah who guides whom He will. He knows well those who are guided.
28:57|They say: 'If we follow the guidance with you, we shall be driven from our land' But have We not given them a secure sanctuary from which fruits of every kind are collected as a provision from Us? Indeed, most of them do not know.
28:58|How many a village have We destroyed that were ungrateful in their life! Those are their dwellings, (they are) uninhabited after them except for a little; We are the inheritors.
28:59|Nor did your Lord destroy the villages until He had sent a Messenger to its mother village reciting to them Our verses. We never destroyed villages unless their inhabitants were harmdoers.
28:60|The things you have been given, and its adornments, are but the enjoyment of this present life. What is with Allah is better and everlasting. Do you not understand?
28:61|Is he to whom We promised a fine promise and receives it, like he who has been given the enjoyment of this present life, then on the Day of Resurrection shall be among those that are arraigned?
28:62|On that Day He will call to them, saying: 'Where are those whom you alleged to be My associates'
28:63|Those against whom the Word is realized shall say: 'Our Lord, those whom we led astray, we led them astray even as we ourselves were astray. We are quit of them to You; it was not us that they worshipped'
28:64|It will be said to them: 'Call on your associates' And they will call on them, but they will not respond to them, and they shall see the punishment if only they had been guided.
28:65|On that Day He will call to them and He will say: 'What response did you give Our Messengers'
28:66|And on that Day the news will be blinded for them, and they will not ask each other.
28:67|But, as for he who repents and believes, and does good deeds, he will be among those who prosper.
28:68|Your Lord creates whosoever He will and He chooses the choice was not theirs (the unbelievers). Exalted is Allah, above that they associate!
28:69|Your Lord knows what their chests hide and what they reveal.
28:70|And He is Allah; there is no god except He. The Praise is His in the former as in the latter. His is the Judgement, to Him you shall be returned.
28:71|Say: 'Think! What if Allah should enshroud you in unceasing night till the Day of Resurrection, what god, other than Allah, shall bring you light! Will you not hear?'
28:72|Say: 'What would you think if Allah should make the day unceasing over you till the Day of Resurrection, what god, other than Allah, shall bring you the night to sleep in. Will you not see'
28:73|In His Mercy He has appointed for you the night and the day, so that you can rest in it, and seek His bounty, in order that you will be thankful'
28:74|Upon that Day He will call to them saying: 'Now, where are those whom you alleged to be My associates'
28:75|From every nation We will bring a witness, and We shall say to them: 'Produce your proof' Then they shall know the truth is with Allah, and their own fabrications will forsake them.
28:76|. Korah was one of Moses' nation. But he was insolent to them, for We had given him such treasures that their very keys were too heavy a burden for even the strong. His people said to him: 'Do not exult; Allah does not love the boastful.
28:77|But seek, in that which Allah has given you to attain the Everlasting residence. Do not forget your share in this world. Do good, as Allah has been good to you, and do not corrupt in the land, Allah does not love those who corrupt.
28:78|But he replied: 'What was given me is only because of the knowledge I possess' Did he not know that from the generations before him Allah had destroyed a mightier and more numerous in multitude? The sinners shall not be questioned about their sins.
28:79|So he went out in all his finery among his nation, those who desired this life said: 'Would that we had the like of that Korah has been given! He has indeed a mighty fortune'
28:80|But those to whom knowledge had been given said: 'Alas for you! Better is the reward of Allah for him who believes and does good works; but none shall receive it except the patient'
28:81|We caused the earth to swallow him, together with his dwelling, and there was no host to help him, other than Allah; and he was not amongst the victorious.
28:82|And in the morning those who had wished to be in his place the previous evening said: 'Indeed, Allah outspreads to whom He will among His worshipers, and He restrains. Had He not shown us favor, He could have caused the earth to swallow us. Indeed, the unbelievers shall never prosper'
28:83|That is the Last Abode, We shall assign it to those who desire neither exorbitance in the earth, nor corruption. The outcome is for the cautious.
28:84|Whosoever does a good deed shall have better than it. But whosoever does evil deeds, they shall be recompensed for what they were doing.
28:85|He who has obligated the Koran will bring you to an appointment. Say: 'My Lord knows well who comes with guidance, and who is in clear error'
28:86|You did not hope that the Book would be given to you except as mercy from your Lord. So do not be a supporter of the unbelievers.
28:87|Let no one bar you from the verses of Allah after they have been sent down to you, but call to your Lord, and do not be amongst the idolaters.
28:88|And do not call upon another god with Allah, there is no god except He. All things perish, except His Face, Judgement is His, and to Him all of you shall return.
