verse|context
8:48|And when satan made their foul deeds seem fair to them. He said: 'No one shall conquer you this day. I shall be your savior' But when the two armies came within sight of each other, he took to his heels, saying: 'I reject you, for I can see what you cannot. I fear Allah, Allah is Stern in retribution'
8:49|And when the hypocrites and those in whose hearts was sickness said: 'Those, their religion has deceived them' But whosoever puts his trust in Allah, indeed Allah is Mighty, Wise.
8:50|If you could see the angels when they carry off the souls of the unbelievers, beating their faces and their backs, saying: 'Taste the punishment of Burning!
8:51|That is for what your hands have forwarded, Allah is not unjust to His worshipers'
8:52|Like Pharaoh's family and those who have gone before them, they disbelieved the signs of Allah. Therefore, Allah seized them in their sinfulness. Mighty is Allah and stern in retribution.
8:53|This is because Allah would never change His favor that He bestowed upon a nation until they change what is in their hearts. Allah is Hearing, Knowing.
8:54|Like Pharaoh's family and those who have gone before them, they belied the signs of their Lord, and so We destroyed them for their sins and drowned Pharaoh's family. They were all harmdoers.
8:55|Indeed, the basest creatures before Allah are the unbelievers for they will not believe;
8:56|those with whom you have made a treaty, then break their treaty with you every time; having no fear (of Allah),
8:57|if you meet them in battle, cause their example to scatter those behind them so that they remember.
8:58|If you fear treachery from any of your allies, you can dissolve with them equally. Allah does not love the treacherous.
8:59|Do not suppose that the unbelievers have outstripped (Allah). They cannot frustrate Me.
8:60|Muster against them whatever you are able of force and tethers (ropes) of horses, so that you strike terror into the enemies of Allah and your enemy, and others besides them whom you do not know but Allah does. All that you spend in the Way of Allah shall be repaid to you. You shall not be wronged.
8:61|If they incline to peace, incline to it also, and put your trust in Allah. Surely, He is the Hearing, the Knowing.
8:62|Should they seek to deceive you, Allah is sufficient for you. It is He who supported you with His victory and with believers,
8:63|and brought their hearts together. If you had given away all the riches of the earth, you could not have so united them, but Allah has united them. He isAlmighty, Wise.
8:64|O Prophet, Allah suffices you and whosoever follows you of the believers.
8:65|O Prophet, urge the believers to fight. If there are twenty patient men among you, you shall overcome two hundred, and if there are a hundred, they shall overcome a thousand unbelievers, for they are a nation who do not understand.
8:66|Allah has now lightened it for you, for He knows that there is weakness amongst you. If there are a hundred patient men among you, they shall overcome two hundred; and if there are a thousand, they shall, by the permission of Allah, defeat two thousand. Allah is with the patient.
8:67|It is not for any Prophet to have prisoners in order to slaughter many in the land. You want the gains of this life, and Allah wants the Everlasting Life, and Allah is Mighty, Wise.
8:68|Had there not been a previous writing from Allah, you would have been afflicted by a mighty punishment.
8:69|Eat of what you have taken from the spoils; such is lawful and good, and fear Allah. Allah is Forgiving and Most Merciful.
8:70|O Prophet, say to those you have taken captive in your hand: 'If Allah finds goodness in your hearts, He will give you that which is better than what has been taken from you, and He will forgive you. Allah is Forgiving, the Most Merciful'
8:71|But if they seek to betray you, they had betrayed Allah before, but He has let you overcome them. Allah is the Knower, the Wise.
8:72|Those who believe and migrated, and fought for the Cause of Allah with their wealth and their persons; and those who sheltered them and helped them shall be guides to each other. And those who believe, but have not emigrated you have no guidance towards them till they emigrate. But if they seek your help in the cause of your religion, it is your duty to help them, except against a nation with whom you have a treaty. Allah sees the things you do.
8:73|The unbelievers, they are guides of one another. Unless you do this, there will be persecution in the land and great corruption.
8:74|Those who believe and migrated from their homes and fought for the Way of Allah, and those who have sheltered them and helped them they are truly the believers. Theirs shall be forgiveness and a generous provision.
8:75|And those who believed afterwards and emigrated, and struggled with you they are of you. And in the Book of Allah, the near kinsmen deserve one another (in inheritance). Allah has knowledge of all things.
