verse|context
34:22|Say: 'Call on those whom you assert, other than Allah. They do not possess as much as the weight of an atom in the heavens or earth, nor do they have a partnership in either, neither does He have supporters among them'
34:23|Intercession with Him will not help, except for him to whom He gives permission. When terror is lifted from their hearts, they shall say: 'What did your Lord say' 'The truth' they shall answer. 'He is the Most High, the Great'
34:24|Say: 'Who provides for you from the heavens and earth' Say: 'Allah' Surely, either we or you are rightly guided or in clear error.
34:25|Say: 'You will not to be questioned about our sins, neither will we be questioned for your actions'
34:26|Say: 'Our Lord will bring us all together, then, with truth, He will rightly judge between us. He is the Opener, the Knower.
34:27|Say: 'Show me those whom you joined with Him as associates; no, indeed; rather He is Allah, the Almighty, the Wise.
34:28|We did not send you (Prophet Muhammad) for all mankind except to bring them glad tidings and to warn, but most people do not know.
34:29|They ask: 'When, if what you say is true, will this promise come'
34:30|Say: 'You are promised a Day. You can neither hold it back, nor can you hasten it by a single hour'
34:31|The unbelievers say: 'We will not believe in this Koran, nor in (the Books) that were before it' If you could only see the harmdoers when they are brought before their Lord! They will argue against each other. Those who had been abased will say to those who were proud: 'But for you, we would have been believers'
34:32|Then, those who were proud will say to those who were abased, 'Was it we who barred you from the Guidance after it had come to you? No, you yourselves were sinners'
34:33|Those that were abased will say to those who were proud: 'Rather, it was scheming night and day, when you ordered us to disbelieve in Allah and set up equals to Him' And they will regret in secret when they see the punishment and We put (iron) fetters on the necks of the unbelievers. Shall they be recompensed except for what they were doing?
34:34|We never sent a warner to a village except that those (who lived) in luxury said: 'We disbelieve in the Message you have been sent with'
34:35|And they said: 'We have been given an abundance of wealth and children we shall never be punished'
34:36|Say: 'My Lord outspreads and withholds His provision to whomsoever He will. But most people do not know'
34:37|It is neither your riches nor your children that shall bring you close in nearness to Us, except he who believes and does good work. For those their awaits a double recompense for their deeds, they shall live in safety in their lofty chambers.
34:38|But those who labor to negate Our verses shall be arraigned in to the punishment.
34:39|Say: 'My Lord outspreads and withholds His provision to whomsoever He will of His worshipers. Whatsoever you expend He will replace it. He is the Best of providers'
34:40|On the Day when He gathers them all together, He will say to the angels: 'Was it you that these worshipped'
34:41|'Exaltations to You' they will answer. 'You are our Guardian other than them! No, rather they worshipped the jinn, and it was them which most believed'
34:42|Therefore, today none of you shall have the power to either benefit or harm one another' To the evildoers We shall say: 'Taste the punishment of the Fire, which you belied'
34:43|When Our clear verses, are recited to them, they say: 'This is nothing but a man whose wish is to prevent you from that which your fathers used to worship. 'And they say: 'This is nothing but a forged lie' And those who disbelieve say of the truth when it reaches them: 'This is nothing but clear sorcery.?
34:44|Yet We have not given them any Books to study, nor, before you, have We sent them a warner.
34:45|Those who have gone before them belied, yet they did not reach a tenth of what We gave them; yet they belied My Messengers. And how was (My) rejection (their destruction)!
34:46|Say: 'I give you only one admonition, that you stand before Allah either two by two, or one by one and reflect. There is no madness is in your companion. He (Prophet Muhammad) is only a warner to you, before a terrible punishment'
34:47|Say: 'I ask no wage of you; that shall be yours. My wage is only upon Allah and He is Witness over everything'
34:48|Say: 'My Lord hurls the truth the Knower of the Unseen'
34:49|Say: 'Truth has come. Falsehood has vanished and shall return no more.'
34:50|Say: 'If I go astray, then I go astray only against myself; if I am guided it is because of that which my Lord has revealed to me. He is the Hearer, and theNear'
34:51|If you could only see when they (the unbelievers) are seized with terror, and there is no escape. They shall be seized from a nearby place,
34:52|and say: 'We believe in it' But how can they reach from a place that is distant,
34:53|since they disbelieved in it before, guessing at the Unseen from a distant place?
34:54|And a barrier is set between them and that which they desire, as it was done before with their like; they were in suspicious doubt'
